"","datetime","city","country","shape"
"80562",2019-09-10,"albany","us","circle"
"80563",2019-09-10,"texas (empty desert)","","cigar"
"80564",2019-09-10,"henderson","us","rectangle"
"80565",2019-09-10,"mulberry (near)","us","light"
"80566",2019-09-10,"druskenenky (70 km nort of) (latvia)","","circle"
"80567",2019-09-10,"conway","us","cylinder"
"80568",2019-09-10,"antalya (turkey)","","rectangle"
"80569",2019-09-10,"kent cliffs","us","disk"
"80570",2019-09-10,"lewiston","us","light"
"80571",2019-09-10,"phoenix","us","rectangle"
"80572",2019-09-10,"chicopee","us","triangle"
"80573",2019-09-10,"nixon","us","disk"
"80574",2019-09-10,"marion","us","triangle"
"80575",2019-09-10,"las vegas","us",""
"80576",2019-09-10,"effingham","us","cigar"
"80577",2019-09-10,"quebec (canada)","ca","light"
"80578",2019-09-10,"valcatier (military base) (canada)","","light"
"80579",2019-09-10,"auburn","us",""
"80580",2019-09-10,"siloam springs","us","triangle"
"80581",2019-09-10,"lierskogen (norway)","","unknown"
"80582",2019-09-10,"alta loma","us","circle"
"80583",2019-09-10,"horeshoe bay","","circle"
"80584",2019-09-10,"oceanside","us","fireball"
"80585",2019-09-10,"poway","us","flash"
"80586",2019-09-10,"sophia","us","fireball"
"80587",2019-09-10,"san angelo","us","fireball"
"80588",2019-09-10,"st. charles","us","cigar"
"80589",2019-09-10,"buena vista","us","changing"
"80590",2019-09-10,"mannering park (nsw&#44 australia)","au","disk"
"80591",2019-09-10,"hemsby &#44 norfolk (uk/england)","","light"
"80592",2019-09-10,"vacaville","us","fireball"
"80593",2019-09-10,"brentwood","us",""
"80594",2019-09-10,"milwaukee","us","triangle"
"80595",2019-09-10,"modesto","us","formation"
"80596",2019-09-10,"fair oaks/sacramento","","cylinder"
"80597",2019-09-10,"gardendale","us","other"
"80598",2019-09-10,"kansas city","us","teardrop"
"80599",2019-09-10,"weiden (ne bavaria) (germany)","de","light"
"80600",2019-09-10,"arlington","us","other"
"80601",2019-09-10,"bremerton","us","triangle"
"80602",2019-09-10,"cotton","us","triangle"
"80603",2019-09-10,"atlanta","us","light"
"80604",2019-09-10,"houston","us","sphere"
"80605",2019-09-10,"toronto (canada)","ca","light"
"80606",2019-09-10,"pollock pines","us","light"
"80607",2020-09-10,"roswell","us",""
"80608",2020-09-10,"great sand dunes national monument","","circle"
"80609",2020-09-10,"geneva","us","light"
"80610",2020-09-10,"bradford/baildon moor (uk/england)","","cigar"
"80611",2020-09-10,"chicago","us","other"
"80612",2020-09-10,"edmond","us","light"
"80613",2020-09-10,"denver","us","triangle"
"80614",2020-09-10,"hermantown","us","triangle"
"80615",2020-09-10,"patuxent river","","light"
"80616",2020-09-10,"eldorado","","egg"
"80617",2020-09-10,"london (canada)","ca","fireball"
"80618",2020-09-10,"yukon (canada)","",""
"80619",2020-09-10,"lyndhurst","us","disk"
"80620",2020-09-10,"austin","us","triangle"
"80621",2020-09-10,"enumclaw","us","unknown"
"80622",2020-09-10,"duluth","us","light"
"80623",2020-09-10,"kansas city","us","light"
"80624",2020-09-10,"salt lake city","us","triangle"
"80625",2020-09-10,"salt lake city","us","triangle"
"80626",2020-09-10,"stoney creek (canada)","ca","triangle"
"80627",2020-09-10,"arvada","us","diamond"
"80628",2020-09-10,"dayton","us","light"
"80629",2020-09-10,"vancouver","us","light"
"80630",2020-09-10,"highlands ranch","us","formation"
"80631",2020-09-10,"louisville","us","light"
"80632",2020-09-10,"lee&#39s summit","","light"
"80633",2020-09-10,"mcminnville","us","unknown"
"80634",2020-09-10,"merriam","us","egg"
"80635",2020-09-10,"minden","us","circle"
"80636",2020-09-10,"grover beach","us","light"
"80637",2020-09-10,"luxembourg","","oval"
"80638",2020-09-10,"sedona","us","sphere"
"80639",2020-09-10,"peterborough (uk/england)","gb","egg"
"80640",2020-09-10,"kill devil hills","us","rectangle"
"80641",2020-09-10,"mount shasta (near)","us","light"
"80642",2020-09-10,"coronado","us","light"
"80643",2020-09-10,"lake city","us","light"
"80644",2020-09-10,"vancouver island (canada)","","other"
"80645",2020-09-10,"fairfax","us","light"
"80646",2020-09-10,"weatherford","us","flash"
"80647",2020-09-10,"chilliwack (canada)","ca","light"
"80648",2020-09-10,"valley springs","us","circle"
"80649",2020-09-10,"converse","us","triangle"
"80650",2020-09-10,"san antonio","us","formation"
"80651",2020-09-10,"mcallen","us","circle"
"80652",2020-09-10,"movie (&quot;arlington road&quot;)","",""
"80653",2020-09-10,"osterburg","us","teardrop"
"80654",2020-09-10,"st. petersburg","us","diamond"
"80655",2020-09-10,"tijuana (mexico)","","sphere"
"80656",2020-09-10,"new york city (manhattan)","us","disk"
"80657",2020-09-10,"north myrtle beach","us","circle"
"80658",2020-09-10,"glenfield","us","circle"
"80659",2020-09-10,"marana","us","light"
"80660",2020-09-10,"bonnybridge (uk/scotland)","gb","other"
"80661",2020-09-10,"cape may","us","formation"
"80662",2020-09-10,"myrtle beach","us","circle"
"80663",2020-09-10,"barriere (canada)","ca","light"
"80664",2020-09-10,"barriere (canada)","ca","light"
"80665",2020-09-10,"bozeman","us","other"
"80666",2020-09-10,"soap lake","us","circle"
"80667",2020-09-10,"calgary (canada)","ca","triangle"
"80668",2020-09-10,"clinton","us","unknown"
"80669",2020-09-10,"stanley","us","unknown"
"80670",2020-09-10,"patchogue","us","light"
"80671",2020-09-10,"kenai","us","flash"
"80672",2020-09-10,"llandeilo (uk/wales)","gb","unknown"
"80673",2020-09-10,"halifax (canada)","ca","other"
"80674",2020-09-10,"north hollywood","us","triangle"
"80675",2020-09-10,"launceston (tas&#44 australia)","au","oval"
"80676",2020-09-10,"asheboro","us","oval"
"80677",2020-09-10,"ellicott city","us","disk"
"80678",2020-09-10,"alpharetta","us","oval"
"80679",2020-09-10,"mitzpe ramon (israel)","","light"
"80680",2020-09-10,"mastic beach","us","light"
"80681",2020-09-10,"sonora","us","disk"
"80682",2020-09-10,"london (canada)","ca","triangle"
"80683",2020-09-10,"marblehead","us","sphere"
"80684",2020-09-10,"mount cobb","us","unknown"
"80685",2020-09-10,"darien center","us","light"
"80686",2020-09-10,"vine grove","us","light"
"80687",2020-09-10,"columbia","us","light"
"80688",2020-09-10,"toronto (canada)","ca","circle"
"80689",2020-09-10,"haifa (israel)","","triangle"
"80690",2020-09-10,"chesapeake","us","triangle"
"80691",2020-09-10,"mccook","us","circle"
"80692",2020-09-10,"columbus","us","disk"
"80693",2020-09-10,"mae chang (thailand)","","unknown"
"80694",2020-09-10,"payette","us","circle"
"80695",2020-09-10,"casa grande","us","sphere"
"80696",2020-09-10,"teterboro","us","light"
"80697",2020-09-10,"gig harbor","us","unknown"
"80698",2020-09-10,"laconia","us","disk"
"80699",2020-09-10,"marana (avra valley)","us","light"
"80700",2020-09-10,"fairburn","us","circle"
"80701",2020-09-10,"alamosa (madano pass)","us","unknown"
"80702",2020-09-10,"leroy","","triangle"
"80703",2020-09-10,"pocahontas","us","light"
"80704",2020-09-10,"west paris","us","light"
"80705",2020-09-10,"needham","us","rectangle"
"80706",2020-09-10,"grass valley","us","light"
"80707",NA,"upshire essex (uk/england)","","circle"
"80708",NA,"van buren","us",""
"80709",NA,"whittier","us","oval"
"80710",2020-09-10,"oklahoma city","us","unknown"
"80711",2020-09-10,"berwick","us","unknown"
"80712",2020-09-10,"australia","","triangle"
"80713",2020-09-10,"bristol (uk/england)","gb","oval"
"80714",2020-09-10,"claremont","us","oval"
"80715",2020-09-10,"lake elsinore","us","sphere"
"80716",2020-09-10,"surf city","us","other"
"80717",2020-09-10,"cherry grove (canada)","ca","triangle"
"80718",2020-09-10,"livermore","us","fireball"
"80719",2020-09-10,"college station","us","unknown"
"80720",2020-09-10,"bloomer","us","cylinder"
"80721",2020-09-10,"russellton","us","cigar"
"80722",2020-09-10,"ca&ccedil;ador (brazil)","","triangle"
"80723",2020-09-10,"burns junction (100 miles south of)","","chevron"
"80724",2020-09-10,"austin","us","oval"
"80725",2020-09-10,"loveland","us","triangle"
"80726",2020-09-10,"university city","us","triangle"
"80727",2020-09-10,"manchester (uk/england)","gb","formation"
"80728",2020-09-10,"woodland hills","us","cigar"
"80729",2020-09-10,"portland","us","cylinder"
"80730",2020-09-10,"long beach (canada)","","circle"
"80731",2020-09-10,"casa grande","us","oval"
"80732",2020-09-10,"holden beach","us","light"
"80733",2020-09-10,"stockbridge","us","unknown"
"80734",2020-09-10,"sibley","us","light"
"80735",2020-09-10,"tacoma","us","triangle"
"80736",2020-09-10,"bismarck","us","changing"
"80737",2020-09-10,"tupelo","us","sphere"
"80738",2020-09-10,"cogan station","","triangle"
"80739",2020-09-10,"tulameen (over mountain range; near) (canada)","ca","flash"
"80740",2020-09-10,"east palatka","us","light"
"80741",2020-09-10,"hamilton","us","other"
"80742",2020-09-10,"colorado springs","us","fireball"
"80743",2020-09-10,"mesa (nne of)","us","disk"
"80744",2020-09-10,"wallacia (australia)","au","triangle"
"80745",2020-09-10,"providence","",""
"80746",2020-09-10,"youngsville","us","light"
"80747",2020-09-10,"emmett","us","circle"
"80748",2020-09-10,"hayward","us","sphere"
"80749",2020-09-10,"cadiz","us","cigar"
"80750",2020-09-10,"palm bay","us","sphere"
"80751",2020-09-10,"chiavari (italy)","","cross"
"80752",2020-09-10,"festus","us","other"
"80753",2020-09-10,"inwood","us","light"
"80754",2020-09-10,"caro","us","rectangle"
"80755",2020-09-10,"trinadad","","light"
"80756",2020-09-10,"hampton","us","unknown"
"80757",2020-09-10,"jefferson","us","sphere"
"80758",2020-09-10,"rochester","us","unknown"
"80759",2020-09-10,"frankfort","us","oval"
"80760",2020-09-10,"patterson","us","cone"
"80761",2020-09-10,"vancouver","us","circle"
"80762",2020-09-10,"olalla","us","circle"
"80763",2020-09-10,"high point","us","triangle"
"80764",2020-09-10,"bend","us","triangle"
"80765",2020-09-10,"northen georgian bay (canada)","","light"
"80766",2020-09-10,"sevierville","us","unknown"
"80767",2020-09-10,"elyria","us","sphere"
"80768",2020-09-10,"midlothian","us","disk"
"80769",2020-09-10,"point pleasant","us","light"
"80770",2020-09-10,"glenwood","us","circle"
"80771",2020-09-10,"houston","us","sphere"
"80772",2020-09-10,"ammon","us","light"
"80773",2020-09-10,"dale hollow lake (near burkesville)","","sphere"
"80774",2020-09-10,"oak lawn","us","unknown"
"80775",2020-09-10,"buffalo","us","circle"
"80776",2020-09-10,"hartland","us","fireball"
"80777",2020-09-10,"falls","us","circle"
"80778",2020-09-10,"vassalboro","us","cylinder"
"80779",2020-09-10,"williamsville","us","other"
"80780",2020-09-10,"pebble beach","us","light"
"80781",2020-09-10,"seligman (15 miles west of)","us","disk"
"80782",2020-09-10,"tremont","us","sphere"
"80783",2020-09-10,"everett","us","circle"
"80784",2020-09-10,"lakeville","us","formation"
"80785",2020-09-10,"allen","us","egg"
"80786",2020-09-10,"renton","us","light"
"80787",2020-09-10,"allendale","us","other"
"80788",2020-09-10,"baraboo","us","circle"
"80789",2020-09-10,"tonawanda","us","fireball"
"80790",2020-09-10,"harrison","us","circle"
"80791",2020-09-10,"millbrook (canada)","ca","circle"
"80792",2020-09-10,"plainfield","us","cigar"
"80793",2020-09-10,"port clinton","us","unknown"
"80794",2020-09-10,"seattle","us","circle"
"80795",2020-09-10,"west yarmouth/lewis bay","","circle"
"80796",2020-09-10,"greenfield","us","light"
"80797",2020-09-10,"lantana","us","changing"
"80798",2020-09-10,"landers","us","circle"
"80799",2020-09-10,"lincoln","us","unknown"
"80800",2020-09-10,"sioux city","us","light"
"80801",2020-09-10,"chilliwack (canada)","ca","unknown"
"80802",2020-09-10,"oakville (canada)","ca","circle"
"80803",2020-09-10,"olathe","us","teardrop"
"80804",2020-09-10,"twin falls","us","fireball"
"80805",2020-09-10,"rustico area (canada)","","other"
"80806",2020-09-10,"greeneville","us","light"
"80807",2020-09-10,"shiprock","us","other"
"80808",2020-09-10,"niagara falls (canada)","ca","sphere"
"80809",2020-09-10,"fort wayne","us","oval"
"80810",2020-09-10,"pittsburgh","us","unknown"
"80811",2020-09-10,"mechancisburg","","sphere"
"80812",2020-09-10,"sweden (lat.: 67.42381 long.: 23.35779)","","cigar"
"80813",2020-09-10,"tolland","us","light"
"80814",2020-09-10,"columbia","us","disk"
"80815",2020-09-10,"north myrtle beach","us","triangle"
"80816",2020-09-10,"oshkosh","us","light"
"80817",2020-09-10,"laotto","us",""
"80818",2020-09-10,"gretna","us","sphere"
"80819",2020-09-10,"monte verde (costa rica)","","cone"
"80820",2020-09-10,"stony brook","us","flash"
"80821",2020-09-10,"alexandria","us","rectangle"
"80822",2020-09-10,"baltimore county","us","sphere"
"80823",2020-09-10,"niagara falls","us","fireball"
"80824",2020-09-10,"herkimer","us","oval"
"80825",2020-09-10,"mahwah","us","fireball"
"80826",2020-09-10,"mahwah","us","fireball"
"80827",2020-09-10,"neenah","us","triangle"
"80828",2020-09-10,"layton","us","cone"
"80829",2020-09-10,"omaha","us","unknown"
"80830",2020-09-10,"weslaco","us","light"
"80831",2020-09-10,"eugene","us","unknown"
"80832",2020-09-10,"hood river","us","light"
"80833",2020-09-10,"north myrtle beach","us","unknown"
"80834",2020-09-10,"madison","us","triangle"
"80835",2020-09-10,"lebanon","us","sphere"
"80836",2020-09-10,"geneva","us","light"
"80837",2020-09-10,"holden beach","us","triangle"
"80838",2020-09-10,"north myrtle beach","us","changing"
"80839",2020-09-10,"myrtle beach","us","fireball"
"80840",2020-09-10,"venice","us","light"
"80841",2020-09-10,"killeen","us","circle"
"80842",2020-09-10,"hemet","us","light"
"80843",2020-09-10,"summerville","us","triangle"
"80844",2020-09-10,"gorham","us","cross"
"80845",2020-09-10,"beavercreek","us","circle"
"80846",2020-09-10,"pine mountain club","us","unknown"
"80847",2020-09-10,"st. helena","us","flash"
"80848",2020-09-10,"buxton","us","rectangle"
"80849",2020-09-10,"eau claire","us","unknown"
"80850",2020-09-10,"edmonton (canada)","ca","unknown"
"80851",2020-09-10,"milwaukee","us","fireball"
"80852",2020-09-10,"warwick","us","formation"
"80853",NA,"myrtle beach","us","circle"
"80854",2019-09-11,"denver","us","other"
"80855",2019-09-11,"grand coulee","us","cigar"
"80856",2019-09-11,"reading (uk/england)","gb","light"
"80857",NA,"uk/england","",""
"80858",2019-09-11,"calypso","us","sphere"
"80859",2019-09-11,"milan","us","triangle"
"80860",2019-09-11,"salt lake city","us",""
"80861",2019-09-11,"pierce city","us","cigar"
"80862",2019-09-11,"pierce city","us","cigar"
"80863",2019-09-11,"las vegas","us",""
"80864",2019-09-11,"melbourne","us","triangle"
"80865",2019-09-11,"whitefish","us",""
"80866",2019-09-11,"new london","us",""
"80867",2019-09-11,"arden hills","us","light"
"80868",2019-09-11,"roswell","us","diamond"
"80869",2019-09-11,"lombise (belgium)","","triangle"
"80870",2019-09-11,"fargo","us","light"
"80871",2019-09-11,"pasadena","us","diamond"
"80872",2019-09-11,"puyallup","us","light"
"80873",2019-09-11,"brownwood (rural area surrounding)","us","disk"
"80874",2019-09-11,"midwest u. s. ((location deleted))","","changing"
"80875",2019-09-11,"casper","us","triangle"
"80876",2019-09-11,"spokane","us","fireball"
"80877",2019-09-11,"vernal","us","chevron"
"80878",2019-09-11,"spokane (30mi nnw of)","us","light"
"80879",2019-09-11,"spokane","us","changing"
"80880",2019-09-11,"spokane","us","other"
"80881",2019-09-11,"clifton","us","oval"
"80882",2019-09-11,"new milford (bergen county)","us","oval"
"80883",2019-09-11,"paramus/teaneck","","circle"
"80884",2019-09-11,"boise","us","teardrop"
"80885",2019-09-11,"bradley beach","us","light"
"80886",2019-09-11,"fort edward","","triangle"
"80887",2019-09-11,"kirkersville","us","changing"
"80888",2019-09-11,"charlotte","us","light"
"80889",2019-09-11,"cornelius","us","light"
"80890",2019-09-11,"grand rapids","us","flash"
"80891",2019-09-11,"acton","us","fireball"
"80892",2019-09-11,"goes (netherlands)","","disk"
"80893",2019-09-11,"newark","us","disk"
"80894",2019-09-11,"nantahala national forest (center of)","","light"
"80895",2019-09-11,"jordon (minneapolis)","","light"
"80896",2019-09-11,"roland heights","","fireball"
"80897",2019-09-11,"kilmarnock&#44 aryshire (uk/scotland)","","light"
"80898",2019-09-11,"kilmarnock&#44ayrshire (uk/scotland)","","light"
"80899",2020-09-11,"donegal town (republic of ireland)","","light"
"80900",2020-09-11,"peoria","us","formation"
"80901",2020-09-11,"peoria","us","formation"
"80902",2020-09-11,"charleston","us","triangle"
"80903",2020-09-11,"ashland","us","other"
"80904",2020-09-11,"colorado springs","us","other"
"80905",2020-09-11,"lares (puerto rico)","us","cigar"
"80906",2020-09-11,"indianapolis","us","sphere"
"80907",2020-09-11,"philadelphia (suburb)","us","unknown"
"80908",2020-09-11,"sydney (australia)","au","diamond"
"80909",2020-09-11,"warrensburg","us","triangle"
"80910",2020-09-11,"flagler","","light"
"80911",2020-09-11,"new york city","us","sphere"
"80912",2020-09-11,"hawley","us","cigar"
"80913",2020-09-11,"new york city (brooklyn)","us","other"
"80914",2020-09-11,"new york city (manhattan)","us","oval"
"80915",2020-09-11,"new york city","us","disk"
"80916",2020-09-11,"erie","us","cigar"
"80917",2020-09-11,"madhatan","","egg"
"80918",2020-09-11,"monticello","us","formation"
"80919",2020-09-11,"new york","us","light"
"80920",2020-09-11,"washington&#44 d.c.","","circle"
"80921",2020-09-11,"new york","us","triangle"
"80922",2020-09-11,"new york city (world trade center)","us","other"
"80923",2020-09-11,"new york city (manhattan)","us","unknown"
"80924",2020-09-11,"albuquerque","us","sphere"
"80925",2020-09-11,"new york city","us","sphere"
"80926",2020-09-11,"bradley beach","us","cigar"
"80927",2020-09-11,"solon","us","sphere"
"80928",2020-09-11,"commack","us","chevron"
"80929",2020-09-11,"frankfort","us","light"
"80930",2020-09-11,"orland park","us","formation"
"80931",2020-09-11,"lake havasu city","us","light"
"80932",2020-09-11,"bolingbrook","us","circle"
"80933",2020-09-11,"cyril","us","light"
"80934",2020-09-11,"mesa","us","circle"
"80935",2020-09-11,"revere","us","changing"
"80936",2020-09-11,"seattle","us","light"
"80937",2020-09-11,"santa fe","us","cone"
"80938",2020-09-11,"arlington","us","circle"
"80939",2020-09-11,"fairhaven","us","circle"
"80940",2020-09-11,"shingle springs","us","light"
"80941",2020-09-11,"ashgrove","","light"
"80942",2020-09-11,"colon","us","triangle"
"80943",2020-09-11,"darien","us","formation"
"80944",2020-09-11,"yukon (canada)","","teardrop"
"80945",2020-09-11,"hellertown","us","light"
"80946",2020-09-11,"schenectady","us","light"
"80947",2020-09-11,"tallahassee","us","light"
"80948",NA,"new york city","us",""
"80949",2020-09-11,"reno","us","unknown"
"80950",2020-09-11,"new york city","us","sphere"
"80951",2020-09-11,"worcestershire (uk/england)","gb","egg"
"80952",2020-09-11,"portland","us","oval"
"80953",2020-09-11,"san luis obispo","us","light"
"80954",2020-09-11,"hamilton (canada)","ca","formation"
"80955",2020-09-11,"cardiff (canada)","","diamond"
"80956",2020-09-11,"norton shores","us","fireball"
"80957",NA,"elmont","us","triangle"
"80958",2020-09-11,"commerce city","us","formation"
"80959",2020-09-11,"windsor","us","triangle"
"80960",2020-09-11,"barberton","us","light"
"80961",2020-09-11,"mandeville","us","triangle"
"80962",2020-09-11,"irving/grand prairie","","cigar"
"80963",2020-09-11,"lake charles","us","sphere"
"80964",2020-09-11,"oakdale","us","oval"
"80965",2020-09-11,"richmond","us","flash"
"80966",2020-09-11,"springfield","us","oval"
"80967",2020-09-11,"orwigsburg","us","circle"
"80968",2020-09-11,"saratoga","us","circle"
"80969",2020-09-11,"tupper lake","us","light"
"80970",2020-09-11,"sonoran desert","","light"
"80971",2020-09-11,"mebane","us","light"
"80972",2020-09-11,"toledo","us","triangle"
"80973",2020-09-11,"alexandria","us","circle"
"80974",2020-09-11,"alexandria","us","circle"
"80975",2020-09-11,"alexandria (egypt)","","fireball"
"80976",2020-09-11,"germantown/farmersville","","other"
"80977",2020-09-11,"keeseville","us","oval"
"80978",2020-09-11,"london (canada)","ca","flash"
"80979",2020-09-11,"little rock (lonoke)","us","triangle"
"80980",2020-09-11,"madras","us","circle"
"80981",2020-09-11,"waltham","us","disk"
"80982",2020-09-11,"parma","us","light"
"80983",2020-09-11,"fair haven","us","fireball"
"80984",2020-09-11,"los angeles","us","oval"
"80985",2020-09-11,"los angeles","us","oval"
"80986",2020-09-11,"ewing","us","flash"
"80987",2020-09-11,"riverdale","us","light"
"80988",2020-09-11,"saratoga","","unknown"
"80989",2020-09-11,"anoka","us","light"
"80990",2020-09-11,"embden","us","triangle"
"80991",2020-09-11,"findlay","us","flash"
"80992",2020-09-11,"plano","us","other"
"80993",2020-09-11,"kure beach","us","triangle"
"80994",2020-09-11,"blockhouse (canada)","","diamond"
"80995",2020-09-11,"blockhouse (canada)","","diamond"
"80996",2020-09-11,"three rivers","us","light"
"80997",2020-09-11,"albuquerque","us","circle"
"80998",2020-09-11,"baldwin","us","sphere"
"80999",2020-09-11,"dorset (uk/england)","","triangle"
"81000",2020-09-11,"haiku","us","diamond"
"81001",2020-09-11,"west tisbury","","light"
"81002",2020-09-11,"kernersville","us","flash"
"81003",2020-09-11,"chapel hill","us","unknown"
"81004",2020-09-11,"west des moines","us","light"
"81005",2020-09-11,"toronto (canada)","ca","light"
"81006",2020-09-11,"clovis","us","light"
"81007",2020-09-11,"hesperia","us","triangle"
"81008",2020-09-11,"dade city","us","light"
"81009",2020-09-11,"lake elsinore","us","fireball"
"81010",2020-09-11,"washington&#44 d.c.","","diamond"
"81011",2020-09-11,"seattle","us",""
"81012",2020-09-11,"voorhees","us","fireball"
"81013",2020-09-11,"sanford/midland","","triangle"
"81014",2020-09-11,"houston","us","triangle"
"81015",2020-09-11,"nodaway county (sw ia/nw mo)","us","fireball"
"81016",2020-09-11,"johnson city","us","cigar"
"81017",2020-09-11,"boise","us","rectangle"
"81018",2020-09-11,"newtown square","us","fireball"
"81019",2020-09-11,"new york city","us","fireball"
"81020",2020-09-11,"vancouver (canada)","ca","formation"
"81021",2020-09-11,"tucson","us","changing"
"81022",2020-09-11,"austin","us","other"
"81023",2020-09-11,"anaheim","us",""
"81024",2020-09-11,"agoura hills","us","disk"
"81025",2020-09-11,"studio city","us","light"
"81026",2020-09-11,"la crescenta","us","sphere"
"81027",2020-09-11,"scottdale","us","sphere"
"81028",2020-09-11,"hillsboro","us","circle"
"81029",2020-09-11,"new holland","us","light"
"81030",2020-09-11,"cabot","us","chevron"
"81031",2020-09-11,"medford","us","triangle"
"81032",2020-09-11,"moberly lake (canada)","ca","light"
"81033",2020-09-11,"wheeling","us","light"
"81034",2020-09-11,"farmers branch/dallas","","teardrop"
"81035",2020-09-11,"las vegas (approx 200 mi north of)","us",""
"81036",2020-09-11,"manchester (uk/england","","light"
"81037",2020-09-11,"waussau","","light"
"81038",2020-09-11,"burbank","us","formation"
"81039",2020-09-11,"west chester","us","light"
"81040",2020-09-11,"paysayten wilderness","","light"
"81041",2020-09-11,"panama (panama)","","unknown"
"81042",2020-09-11,"vancouver","us","light"
"81043",2020-09-11,"mesa","us","light"
"81044",2020-09-11,"chandler","us","light"
"81045",2020-09-11,"mesa","us","unknown"
"81046",2020-09-11,"gresham","us","sphere"
"81047",2020-09-11,"paw paw","us","circle"
"81048",2020-09-11,"lyman","us","disk"
"81049",2020-09-11,"horseshoe beach","us","unknown"
"81050",2020-09-11,"enumclaw","us","teardrop"
"81051",2020-09-11,"escanaba","us","light"
"81052",2020-09-11,"gig harbor","us","sphere"
"81053",2020-09-11,"lincoln","us","circle"
"81054",2020-09-11,"ireland","","circle"
"81055",2020-09-11,"chicago","us","changing"
"81056",2020-09-11,"salem","us","sphere"
"81057",2020-09-11,"manchester (uk/england)","gb","oval"
"81058",2020-09-11,"preston (uk/england)","gb","unknown"
"81059",2020-09-11,"kiev (ukraine)","","fireball"
"81060",2020-09-11,"fredericksburg","us","changing"
"81061",2020-09-11,"spokane","us","light"
"81062",2020-09-11,"leasburg","us","triangle"
"81063",2020-09-11,"wesley chapel","us","light"
"81064",2020-09-11,"uvalda","us","disk"
"81065",2020-09-11,"saint charles","us","light"
"81066",2020-09-11,"granton (canada)","","light"
"81067",2020-09-11,"new york city","us","other"
"81068",2020-09-11,"seattle","us","triangle"
"81069",2020-09-11,"katy","us","oval"
"81070",2020-09-11,"memphis","us","rectangle"
"81071",2020-09-11,"whitehouse","us","fireball"
"81072",2020-09-11,"reynolds","us","light"
"81073",2020-09-11,"lakewood","us","unknown"
"81074",2020-09-11,"shoreview","us","circle"
"81075",2020-09-11,"south yorkshire (uk/england)","gb","disk"
"81076",2020-09-11,"toledo","us","triangle"
"81077",2020-09-11,"the dalles","us","fireball"
"81078",2020-09-11,"fishers","us","light"
"81079",2020-09-11,"reno/carson city","","light"
"81080",2020-09-11,"wasilla","us","triangle"
"81081",2020-09-11,"newberry","us","teardrop"
"81082",2020-09-11,"ecorse","us","light"
"81083",2020-09-11,"los angeles","us","changing"
"81084",2020-09-11,"oak lawn","us","circle"
"81085",2020-09-11,"senatobia","us","circle"
"81086",2020-09-11,"clinton township","","other"
"81087",2020-09-11,"melvindale","us","diamond"
"81088",2020-09-11,"canton","us","light"
"81089",2020-09-11,"bellevue","us","sphere"
"81090",2020-09-11,"detroit","us","formation"
"81091",2020-09-11,"bermuda","","formation"
"81092",2020-09-11,"anaheim","us","light"
"81093",2020-09-11,"black river","us","circle"
"81094",2020-09-11,"ruston (on interstate 20)","us","light"
"81095",2020-09-11,"fob shank (afghanistan)","","circle"
"81096",2020-09-11,"petaluma","us","light"
"81097",2020-09-11,"corpus christi","us","sphere"
"81098",2020-09-11,"litchfield","us","flash"
"81099",2020-09-11,"blanchard","us","sphere"
"81100",2020-09-11,"miami beach","us","unknown"
"81101",2020-09-11,"upton","us","sphere"
"81102",2020-09-11,"scarborough (canada)","ca","oval"
"81103",2020-09-11,"scarborough (canada)","ca","flash"
"81104",2020-09-11,"los banos","us","cylinder"
"81105",2020-09-11,"west dennis","us","other"
"81106",2020-09-11,"surprise","us","light"
"81107",2020-09-11,"newburgh","us","triangle"
"81108",2020-09-11,"garden city beach","us","unknown"
"81109",2020-09-11,"murrells inlet","us","light"
"81110",2020-09-11,"st. catharines (canada)","ca","egg"
"81111",2020-09-11,"sarasota","us","oval"
"81112",2020-09-11,"drayton plains","us","circle"
"81113",2020-09-11,"lakeville","us","triangle"
"81114",2020-09-11,"sandston","us","triangle"
"81115",2020-09-11,"newport","us","fireball"
"81116",2020-09-11,"hornepayne (canada)","ca","flash"
"81117",2020-09-11,"new kent","us","circle"
"81118",2020-09-11,"coulee dam","us","fireball"
"81119",2020-09-11,"snoqualmie","us","formation"
"81120",2020-09-11,"dearborn","us","fireball"
"81121",2020-09-11,"elizabeth city","us","light"
"81122",2020-09-11,"wasag beach - midland (canada)","","sphere"
"81123",NA,"ojai","us","teardrop"
"81124",2020-09-11,"syracuse","us","sphere"
"81125",2020-09-11,"medina","us","circle"
"81126",2020-09-11,"sharpsburg","us","circle"
"81127",2020-09-11,"gatineau (canada)","ca","unknown"
"81128",2020-09-11,"gillette","us","circle"
"81129",2020-09-11,"virginia beach","us","cigar"
"81130",2020-09-11,"cupertino","us","unknown"
"81131",2020-09-11,"lebanon","us","oval"
"81132",2020-09-11,"auburn","us","unknown"
"81133",2020-09-11,"nashville","us","triangle"
"81134",2020-09-11,"emerald isle","us","circle"
"81135",2020-09-11,"fayetteville","us","changing"
"81136",2020-09-11,"myrtle beach","us","cylinder"
"81137",2020-09-11,"emerald isle","us","fireball"
"81138",2020-09-11,"san miguel","us","triangle"
"81139",2020-09-11,"surat (india)","","light"
"81140",2020-09-11,"emerald isle","us","rectangle"
"81141",2020-09-11,"saint peter","us","circle"
"81142",2020-09-11,"hillsboro","us","triangle"
"81143",2020-09-11,"myrtle beach","us","light"
