"","datetime","city","country","shape"
"15007",2020-11-28,"polk city","us","sphere"
"15008",2020-11-28,"milwaukee","us","sphere"
"15009",2020-11-28,"quakertown","us","circle"
"15010",2020-11-28,"kingston (canada)","ca","circle"
"15011",2020-11-28,"newbury","","teardrop"
"15012",2020-11-28,"boston","us","circle"
"15013",2020-11-28,"zion national park","","oval"
"15014",2020-11-28,"house springs","us","circle"
"15015",2020-11-28,"pendleton","","light"
"15016",2020-11-28,"amory","us","sphere"
"15017",2020-11-28,"bowling green","us","circle"
"15018",2020-11-28,"chicago","us","disk"
"15019",2020-11-28,"azusa","us","circle"
"15020",2020-11-28,"tempe","us","formation"
"15021",2020-11-28,"vadnais heights","us","circle"
"15022",2020-11-28,"albuquerque","us","light"
"15023",2020-11-28,"bridgewater","us","flash"
"15024",2020-11-28,"knoxville","us","light"
"15025",2020-11-28,"manassas","us","egg"
"15026",2020-11-28,"new canaan","us","light"
"15027",2020-11-28,"prospect","us","other"
"15028",2020-11-28,"amory","us","circle"
"15029",2020-11-28,"fairwood","us","triangle"
"15030",2020-11-28,"new delhi (india)","","diamond"
"15031",2020-11-28,"gardiner","us","fireball"
"15032",2020-11-28,"myrtle beach","us","triangle"
"15033",2020-11-28,"pittsfield","us","unknown"
"15034",2020-11-28,"temperance","us","formation"
"15035",2020-11-28,"gilroy","us","light"
"15036",2020-11-28,"lafayette","us","formation"
"15037",2020-11-28,"mukwonago","us","light"
"15038",2020-11-28,"hopkins","us","formation"
"15039",2020-11-28,"lake havasu city","us","circle"
"15040",2020-11-28,"albuquerque","us","changing"
"15041",2020-11-28,"moncton (canada)","ca","fireball"
"15042",2020-11-28,"canton","us","light"
"15043",2020-11-28,"mchenry","us","fireball"
"15044",2020-11-28,"oak harbor","us","light"
"15045",2020-11-28,"spring mount","us","oval"
"15046",2020-11-28,"sobieski","us","fireball"
"15047",2020-11-28,"lewes","us","light"
"15048",2020-11-28,"westford","us","circle"
"15049",2020-11-28,"folly beach","us","sphere"
"15050",2020-11-28,"villa rica","us","formation"
"15051",2020-11-28,"brick","","circle"
"15052",2020-11-28,"weslaco","us","cone"
"15053",2020-11-28,"humboldt","us","formation"
"15054",2020-11-28,"st. augustine","us","sphere"
"15055",2020-11-28,"tybee island","us","light"
"15056",2020-11-28,"pelham","us","teardrop"
"15057",2020-11-28,"orlando","us","fireball"
"15058",2020-11-28,"concord","us","unknown"
"15059",2020-11-28,"hammond","us","other"
"15060",2020-11-28,"tustin","us","disk"
"15061",2020-11-28,"chandler","us","other"
"15062",2020-11-28,"holts summit","us","disk"
"15063",2020-11-28,"lometa","us","triangle"
"15064",2019-11-29,"mt. rainier national park","","unknown"
"15065",2019-11-29,"bartlesville","us","unknown"
"15066",2019-11-29,"phillips","us","light"
"15067",2019-11-29,"antelope valley","","light"
"15068",2019-11-29,"redding","us",""
"15069",2019-11-29,"glen ellen","us",""
"15070",2019-11-29,"los angeles","us",""
"15071",2019-11-29,"sedona","us","light"
"15072",2019-11-29,"orcas island","","light"
"15073",2019-11-29,"gorman (60 miles north of los angeles)","us","light"
"15074",2019-11-29,"hampstead","us","fireball"
"15075",2019-11-29,"yallingup (western australia)","au","other"
"15076",2019-11-29,"palm desert (above)","us","fireball"
"15077",2019-11-29,"west memphis","","triangle"
"15078",2019-11-29,"windsor (canada)","ca","fireball"
"15079",2019-11-29,"green valley","us","light"
"15080",2019-11-29,"san diego","us","sphere"
"15081",2019-11-29,"phoenix","us","fireball"
"15082",2019-11-29,"cerritos","us","disk"
"15083",2019-11-29,"fulton","us","circle"
"15084",2020-11-29,"sherwood","us","triangle"
"15085",2020-11-29,"marion","us","unknown"
"15086",2020-11-29,"garner","us","disk"
"15087",2020-11-29,"golden","us","light"
"15088",2020-11-29,"crete","us","other"
"15089",2020-11-29,"victoria (canada)","ca","other"
"15090",2020-11-29,"saskatoon (canada)","ca","triangle"
"15091",2020-11-29,"littleton","us","unknown"
"15092",2020-11-29,"reading","us","oval"
"15093",2020-11-29,"reading","us","disk"
"15094",2020-11-29,"asbury","us","changing"
"15095",2020-11-29,"longview","us","fireball"
"15096",2020-11-29,"enumclaw","us","cylinder"
"15097",2020-11-29,"groves/port arthur","","circle"
"15098",2020-11-29,"deming","us","other"
"15099",2020-11-29,"durango","us","oval"
"15100",2020-11-29,"canterbury (uk/england)","gb","disk"
"15101",2020-11-29,"flagstaff","us","light"
"15102",2020-11-29,"hereford","us","flash"
"15103",2020-11-29,"fort loudon","us","light"
"15104",2020-11-29,"cordova (a suburb of memphis)","us","unknown"
"15105",2020-11-29,"mount wolf","us","light"
"15106",2020-11-29,"to remain unknown","","unknown"
"15107",2020-11-29,"limerick","us","triangle"
"15108",2020-11-29,"stoughton","us","circle"
"15109",2020-11-29,"bergenfield","us","light"
"15110",2020-11-29,"waterloo (north of)","us","fireball"
"15111",2020-11-29,"siren","us","disk"
"15112",2020-11-29,"grasonville","us","other"
"15113",2020-11-29,"porterville","","light"
"15114",2020-11-29,"wayland","us","sphere"
"15115",2020-11-29,"wayland","us","sphere"
"15116",2020-11-29,"lincoln","us","sphere"
"15117",2020-11-29,"marlborough","us","chevron"
"15118",2020-11-29,"new buffalo","us","cone"
"15119",2020-11-29,"perrysburg","us","light"
"15120",2020-11-29,"irvine","us","unknown"
"15121",2020-11-29,"whitley city","us","diamond"
"15122",2020-11-29,"tucson","us","disk"
"15123",2020-11-29,"mamaroneck","us","light"
"15124",2020-11-29,"orlando","us","light"
"15125",2020-11-29,"edmundston (canada)","ca","unknown"
"15126",2020-11-29,"grove hill","us","triangle"
"15127",2020-11-29,"columbus","us","cylinder"
"15128",2020-11-29,"buckeye","us","light"
"15129",2020-11-29,"lewes","us","light"
"15130",2020-11-29,"orlando","us","light"
"15131",2020-11-29,"burnsville","us","unknown"
"15132",2020-11-29,"sheffield (uk/england)","gb","other"
"15133",2020-11-29,"burnsville","us","unknown"
"15134",2020-11-29,"huntingdon (cambridgeshire) (uk/england)","gb","diamond"
"15135",2020-11-29,"salisbury north (australia)","","triangle"
"15136",2020-11-29,"hollister","us","other"
"15137",2020-11-29,"orinda","us","disk"
"15138",2020-11-29,"cullman","us",""
"15139",2020-11-29,"columbus","us","fireball"
"15140",2020-11-29,"columbus","us","fireball"
"15141",2020-11-29,"columbus","us","other"
"15142",2020-11-29,"uk/england (unspecified location)","","fireball"
"15143",2020-11-29,"troy","us","triangle"
"15144",2020-11-29,"bloomington","us","formation"
"15145",2020-11-29,"cocoa beach","us","light"
"15146",2020-11-29,"duluth","us","disk"
"15147",2020-11-29,"kirtland","us","circle"
"15148",2020-11-29,"aurora","us","unknown"
"15149",2020-11-29,"stanislaus/calaveras counties (rural)","","light"
"15150",2020-11-29,"attleboro","us","other"
"15151",2020-11-29,"granisle (canada)","","disk"
"15152",2020-11-29,"boise","us","light"
"15153",2020-11-29,"fayetteville","us","light"
"15154",2020-11-29,"glen burnie","us","chevron"
"15155",2020-11-29,"modesto","us","light"
"15156",2020-11-29,"wausau","us","light"
"15157",2020-11-29,"glen ellyn","us","chevron"
"15158",2020-11-29,"dallas","us","sphere"
"15159",2020-11-29,"buhl","us","diamond"
"15160",2020-11-29,"montreal (canada)","ca","oval"
"15161",2020-11-29,"sanibel island","","formation"
"15162",2020-11-29,"vernon","us","light"
"15163",2020-11-29,"plano","us","disk"
"15164",2020-11-29,"uniontown/hartville","","diamond"
"15165",2020-11-29,"waverly","us","chevron"
"15166",2020-11-29,"ashville","us","light"
"15167",2020-11-29,"augadillla (puerto rico)","","disk"
"15168",2020-11-29,"ferndale","us","changing"
"15169",2020-11-29,"burnsville","us","chevron"
"15170",2020-11-29,"wellington","us","circle"
"15171",2020-11-29,"la puente","us","light"
"15172",2020-11-29,"afghanistan","","light"
"15173",2020-11-29,"marquette","us","light"
"15174",2020-11-29,"bellingham","us","unknown"
"15175",2020-11-29,"canby","us","flash"
"15176",2020-11-29,"golden/boulder","","sphere"
"15177",2020-11-29,"payson","us","cigar"
"15178",2020-11-29,"alameda","us","changing"
"15179",2020-11-29,"keithville","us","triangle"
"15180",2020-11-29,"glendora","us","circle"
"15181",2020-11-29,"socorro","us","light"
"15182",2020-11-29,"grass valley","us","chevron"
"15183",2020-11-29,"chandler","us","changing"
"15184",2020-11-29,"san jose (puerto vallarta) (mexico)","","unknown"
"15185",2020-11-29,"st. louis","us","flash"
"15186",2020-11-29,"walterboro","us",""
"15187",2020-11-29,"catawissa","us","circle"
"15188",2020-11-29,"sharjah (dubai)","","formation"
"15189",2020-11-29,"omaha","us","unknown"
"15190",2020-11-29,"west palm beach","us","circle"
"15191",2020-11-29,"baltimore","us","disk"
"15192",2020-11-29,"san mateo","us","light"
"15193",2020-11-29,"coventry","us","fireball"
"15194",2020-11-29,"dover","us","unknown"
"15195",2020-11-29,"haverhill","us","other"
"15196",2020-11-29,"oakley","us","sphere"
"15197",2020-11-29,"oakley","us","sphere"
"15198",2020-11-29,"copperas cove","us","changing"
"15199",2020-11-29,"richmond","","chevron"
"15200",2020-11-29,"west haven","","fireball"
"15201",2020-11-29,"charlottesville","us","light"
"15202",2020-11-29,"safford","us","light"
"15203",2020-11-29,"geigertown","us","light"
"15204",2020-11-29,"overland park","us","sphere"
"15205",2020-11-29,"murrysville","us","unknown"
"15206",2020-11-29,"mercer island","us","egg"
"15207",2020-11-29,"mar del plata (argentina)","","light"
"15208",2020-11-29,"cape coral","us","other"
"15209",2020-11-29,"i-95 south","","other"
"15210",2020-11-29,"north providence","us","fireball"
"15211",2020-11-29,"newark","us","egg"
"15212",2020-11-29,"kennewick","us","triangle"
"15213",2020-11-29,"marietta","us","changing"
"15214",2020-11-29,"millersville","us","light"
"15215",2020-11-29,"orange park","us","circle"
"15216",2020-11-29,"pawleys island","us","fireball"
"15217",2020-11-29,"frederick","us","formation"
"15218",2020-11-29,"urbana","us","circle"
"15219",2020-11-29,"urbana","us","disk"
"15220",2020-11-29,"lexington","us","light"
"15221",2020-11-29,"shelby","us","chevron"
"15222",2020-11-29,"shelby","us","formation"
"15223",2020-11-29,"baltimore","us","triangle"
"15224",2020-11-29,"coventry","us","sphere"
"15225",2020-11-29,"pomfret center","us","sphere"
"15226",2020-11-29,"maynard","us","sphere"
"15227",2020-11-29,"mercer","us","fireball"
"15228",2020-11-29,"fall river","us","light"
"15229",2020-11-29,"webster","us","circle"
"15230",2020-11-29,"clifton","","chevron"
"15231",2020-11-29,"bloomfield","us","chevron"
"15232",2020-11-29,"medina","us","cylinder"
"15233",2020-11-29,"carmichael","us","oval"
"15234",2020-11-29,"verona","us","triangle"
"15235",2020-11-29,"cranford","us","chevron"
"15236",2019-11-30,"locust fork","us","light"
"15237",2019-11-30,"deer park","us","disk"
"15238",2019-11-30,"ft. jackson","","unknown"
"15239",2019-11-30,"vernon","us","triangle"
"15240",2019-11-30,"hickory plains","us","unknown"
"15241",2019-11-30,"naples","us","other"
"15242",2019-11-30,"hollsopple","us","disk"
"15243",2019-11-30,"howell","",""
"15244",2019-11-30,"outlook","us","light"
"15245",2019-11-30,"la joya","us","disk"
"15246",2019-11-30,"salida","us",""
"15247",2019-11-30,"vashon island","",""
"15248",2019-11-30,"shreveport","us","unknown"
"15249",2019-11-30,"kirkland","us",""
"15250",2019-11-30,"sedona","us","light"
"15251",2019-11-30,"lemars (ia)/denver (co) (uncertain; traveling from)","","light"
"15252",2019-11-30,"sacramento","us","flare"
"15253",2019-11-30,"cardinal (canada)","ca","cone"
"15254",2019-11-30,"rockford","us","triangle"
"15255",2019-11-30,"huachuca city","us","circle"
"15256",2019-11-30,"latrobe","us","light"
"15257",2019-11-30,"phoenix","us","light"
"15258",2019-11-30,"lancaster","us","triangle"
"15259",2019-11-30,"new holland","us","disk"
"15260",2019-11-30,"jackson (west of)","us","fireball"
"15261",2019-11-30,"iowa city","us","sphere"
"15262",2019-11-30,"markham (canada)","ca","triangle"
"15263",2019-11-30,"deerfield beach","us","circle"
"15264",2019-11-30,"cucamonga","","unknown"
"15265",2019-11-30,"bloomington","us","light"
"15266",2019-11-30,"ft. scott (traveling north out of)","","circle"
"15267",2019-11-30,"palm springs","us","oval"
"15268",2019-11-30,"ephrata","us","unknown"
"15269",2019-11-30,"blue springs","us","fireball"
"15270",2019-11-30,"cumming","us","circle"
"15271",2020-11-30,"kapa&#39a","","circle"
"15272",2020-11-30,"oakville (canada)","ca","chevron"
"15273",2020-11-30,"port st. lucie","","oval"
"15274",2020-11-30,"vancouver (canada)","ca","fireball"
"15275",2020-11-30,"galway","us","light"
"15276",2020-11-30,"newark","us","triangle"
"15277",2020-11-30,"indian creek","us","light"
"15278",2020-11-30,"yelm (mt.rainier)","us","light"
"15279",2020-11-30,"howey in the hills","us","unknown"
"15280",2020-11-30,"pa/ny","","circle"
"15281",2020-11-30,"huntington","us","changing"
"15282",2020-11-30,"kansas city","us","cylinder"
"15283",2020-11-30,"cassatt","us","circle"
"15284",2020-11-30,"yuba city","us","triangle"
"15285",2020-11-30,"hawaii volcanoes national park","","unknown"
"15286",2020-11-30,"leavenworth","us","triangle"
"15287",2020-11-30,"hot springs cove (canada)","","light"
"15288",2020-11-30,"little rock","us","chevron"
"15289",2020-11-30,"barletta (italy)","","sphere"
"15290",2020-11-30,"springfield","us","other"
"15291",2020-11-30,"siren","us","oval"
"15292",2020-11-30,"mumbai (india)","","oval"
"15293",2020-11-30,"nottingham (uk/england)","gb","egg"
"15294",2020-11-30,"ashland","us","disk"
"15295",2020-11-30,"ashland","us","disk"
"15296",2020-11-30,"san diego","us","circle"
"15297",2020-11-30,"gastonia","us","other"
"15298",2020-11-30,"washington&#44 d.c.","","light"
"15299",2020-11-30,"new westminster (canada)","ca","light"
"15300",2020-11-30,"vernon (canada)","ca","light"
"15301",2020-11-30,"belle chasse","us","light"
"15302",2020-11-30,"stockbridge and whitmore lake","","triangle"
"15303",2020-11-30,"kingston","us","triangle"
"15304",2020-11-30,"st. louis","us","unknown"
"15305",2020-11-30,"pico rivera","us","changing"
"15306",2020-11-30,"ashgrove","","unknown"
"15307",2020-11-30,"rockford","us","light"
"15308",2020-11-30,"union","us","light"
"15309",2020-11-30,"auberry","us","light"
"15310",2020-11-30,"lancaster","us","fireball"
"15311",2020-11-30,"north bay (canada)","ca","diamond"
"15312",2020-11-30,"syracuse/weedsport (between)","","triangle"
"15313",2020-11-30,"wayne","us","unknown"
"15314",2020-11-30,"auberry","us","light"
"15315",2020-11-30,"mesa","us","other"
"15316",2020-11-30,"port richey","us","disk"
"15317",2020-11-30,"laurel","us","fireball"
"15318",2020-11-30,"charlottesville","us","other"
"15319",2020-11-30,"owensville","us","sphere"
"15320",2020-11-30,"princeton","us","circle"
"15321",2020-11-30,"gage","us","light"
"15322",2020-11-30,"avondale","us","light"
"15323",2020-11-30,"wanamassa","us","fireball"
"15324",2020-11-30,"iron river","us",""
"15325",2020-11-30,"swarthmore","us","flash"
"15326",2020-11-30,"fort lewis","","unknown"
"15327",2020-11-30,"lake village","us","triangle"
"15328",2020-11-30,"hollister","us","circle"
"15329",2020-11-30,"hollister","us","circle"
"15330",2020-11-30,"washington&#44 d.c.  (just outside of)","","circle"
"15331",2020-11-30,"ajo (and southern arizona)","us","fireball"
"15332",2020-11-30,"ajo","us","light"
"15333",2020-11-30,"reading","us","other"
"15334",2020-11-30,"salem","us","light"
"15335",2020-11-30,"cold spring harbor","us","chevron"
"15336",2020-11-30,"ajo","us","light"
"15337",2020-11-30,"ajo","","light"
"15338",2020-11-30,"sacramento","us","triangle"
"15339",2020-11-30,"carrollton (hwy. 65&#44 northbound)","us","other"
"15340",2020-11-30,"nelsonville","us","triangle"
"15341",2020-11-30,"taft","","changing"
"15342",2020-11-30,"monroe","us","light"
"15343",2020-11-30,"north palm beach","us","other"
"15344",2020-11-30,"heath","us","light"
"15345",2020-11-30,"heath","us","unknown"
"15346",2020-11-30,"sandy hook","us","other"
"15347",2020-11-30,"forsyth","us","unknown"
"15348",2020-11-30,"arlington","us","light"
"15349",2020-11-30,"oneonta","us",""
"15350",2020-11-30,"pounding mill","us","light"
"15351",2020-11-30,"modesto","us","formation"
"15352",2020-11-30,"simi valley","us","oval"
"15353",2020-11-30,"hollywood","us","light"
"15354",2020-11-30,"junction city","us","oval"
"15355",2020-11-30,"balapur&#44 hyderabad (india)","","sphere"
"15356",2020-11-30,"galveston","us","light"
"15357",2020-11-30,"hiawassee","us","light"
"15358",2020-11-30,"cumberland to freeport area","","other"
"15359",2020-11-30,"alamogordo","us","sphere"
"15360",2020-11-30,"tucson","us","triangle"
"15361",2020-11-30,"gardnerville","us","unknown"
"15362",2020-11-30,"litha","","fireball"
"15363",2020-11-30,"sedalia","us","triangle"
"15364",2020-11-30,"menifee","us","triangle"
"15365",2020-11-30,"chandler","us","rectangle"
"15366",2020-11-30,"niagara falls (canada)","ca","light"
"15367",2020-11-30,"playa del rey","us","teardrop"
"15368",2020-11-30,"santa rosa","us","light"
"15369",2020-11-30,"elkton","us","cigar"
"15370",2020-11-30,"miami (kendall)","us","unknown"
"15371",2020-11-30,"raleigh","us","unknown"
"15372",2020-11-30,"eugene","us","unknown"
"15373",2020-11-30,"monticello","us","other"
"15374",2020-11-30,"tallahasse","","triangle"
"15375",2020-11-30,"koshkonong","us","disk"
"15376",2020-11-30,"grande prairie (canada)","ca","other"
"15377",2020-11-30,"greensburg","us","triangle"
"15378",2020-11-30,"yankton","us","light"
"15379",2020-11-30,"gurgaon (india)","","fireball"
"15380",2020-11-30,"kill devil hills","us","triangle"
"15381",2020-11-30,"wilmington","us","unknown"
"15382",2020-11-30,"kelley","us","diamond"
"15383",2020-11-30,"palatine","us","circle"
"15384",2020-11-30,"sandwich","us","fireball"
"15385",2020-11-30,"calhoun","us","triangle"
"15386",2020-11-30,"union city","us","light"
"15387",2020-11-30,"menasha","us","changing"
"15388",2020-11-30,"schenectady","us","other"
"15389",2020-11-30,"harker heights","us","light"
"15390",2020-11-30,"mukilteo","us",""
"15391",2020-11-30,"lake havasu city","us","chevron"
"15392",2020-11-30,"dunedin","us","fireball"
"15393",2020-11-30,"little chute","us","sphere"
"15394",2020-11-30,"stanford","us","disk"
"15395",2020-11-30,"waukegan","us","oval"
"15396",2020-11-30,"marietta","us","changing"
"15397",2020-11-30,"hampstead","us","sphere"
"15398",2020-11-30,"salem","us","rectangle"
"15399",2020-11-30,"coweta","us","other"
"15400",2020-11-30,"oakley","us","fireball"
"15401",2020-11-30,"oakley","us","fireball"
"15402",2020-11-30,"bridgewater","","fireball"
"15403",2020-11-30,"douglasville","us","oval"
"15404",2020-11-30,"wilmington","us","light"
"15405",2020-11-30,"arlington","us","unknown"
"15406",2020-11-30,"houston","us","light"
"15407",2020-11-30,"jupiter","us","unknown"
"15408",2020-11-30,"tucson","us","unknown"
"15409",2020-11-30,"milwaukie","us","fireball"
"15410",2020-11-30,"lake st. louis","","formation"
"15411",2020-11-30,"lake st. louis","","formation"
"15412",2020-11-30,"pinellas park","us","flash"
"15413",2020-11-30,"moore","us","other"
"15414",2020-11-30,"oklahoma city","us","sphere"
"15415",2020-11-30,"lancaster","us",""
"15416",2020-11-30,"tucson","us","other"
"15417",2020-11-30,"royal palm beach","us","circle"
"15418",2020-11-30,"louisville","us","triangle"
"15419",2020-11-30,"lafayette","us","cylinder"
"15420",2020-11-30,"sag harbor","us","fireball"
"15421",2020-11-30,"missoula","us","oval"
"15422",2020-11-30,"pune (india)","","circle"
"15423",2020-11-30,"ashland","us","fireball"
"15424",2020-11-30,"hay market","","light"
"15425",2020-11-30,"haymarket","us","light"
"15426",2020-11-30,"kearneysville","us","fireball"
"15427",2020-11-30,"surf city","us","sphere"
"15428",2020-11-30,"fredericton (canada)","ca","triangle"
"15429",2020-11-30,"pocatello","us","light"
"15430",2019-11-03,"olney&#44 buckinghamshire (uk/england)","","disk"
"15431",2019-01-13,"uxbridge","us","light"
"15432",2019-11-03,"brampton (canada)","ca","cross"
"15433",2019-01-13,"bremen (germany)","de","egg"
"15434",2019-01-13,"seattle","us","sphere"
"15435",2019-01-13,"idaho (i-90 interstate)","","changing"
"15436",2019-11-03,"arvada","us","sphere"
"15437",2019-11-03,"palmer (10 miles north of)","us","light"
"15438",2019-11-03,"maryland hts.","",""
"15439",2019-11-03,"belmont","us",""
"15440",2019-01-13,"napoleon","us","circle"
"15441",2019-11-03,"colton","us",""
"15442",2019-11-03,"west seattle","us",""
"15443",NA,"albany","us",""
"15444",2019-01-13,"lancaster","us",""
"15445",2019-11-03,"longmont","us",""
"15446",2019-01-13,"osage beach","us",""
"15447",2019-01-13,"selma","us","triangle"
"15448",2019-01-13,"springfield","us",""
"15449",2019-01-13,"lombard","us","fireball"
"15450",2019-01-13,"minot","us","fireball"
"15451",2019-11-03,"baton rouge","us","fireball"
"15452",2019-11-03,"aurora","us","unknown"
"15453",2019-11-03,"ogunquit","us","sphere"
"15454",2019-01-13,"goodyear","us","light"
"15455",2019-11-03,"mesa","us","fireball"
"15456",2019-01-13,"new washington","us","unknown"
"15457",2019-11-03,"belmont","us","light"
"15458",2019-11-03,"area 51","","circle"
"15459",2019-11-03,"jackson","us","light"
"15460",2019-01-13,"rio rancho","us","circle"
"15461",2019-11-03,"amarillo","us","circle"
"15462",2019-11-03,"kilburn&#44 derby (uk/england)","","unknown"
"15463",2019-01-13,"port st. lucie","","oval"
"15464",2019-11-03,"leighton (la grange mountain)","us","triangle"
"15465",2019-01-13,"edwardsville","us","other"
"15466",2019-01-13,"morgan","us","light"
"15467",2019-01-13,"karachi (pakistan)","","cylinder"
"15468",2020-01-13,"galesburg","us","fireball"
"15469",2020-11-03,"seattle","us","light"
"15470",2020-11-03,"beograd (yugoslavia)","","sphere"
"15471",2020-01-13,"jacksonville","us","unknown"
"15472",2020-11-03,"surprise","us","disk"
"15473",2020-01-13,"pine mountain","","light"
"15474",2020-11-03,"ashland city","us","triangle"
"15475",2020-11-03,"decorah","us","unknown"
"15476",2020-01-13,"phoenix","us","circle"
"15477",2020-11-03,"bend","us","circle"
"15478",2020-11-03,"dover","us","triangle"
"15479",2020-11-03,"dover","us","triangle"
"15480",2020-11-03,"laguna hills","us","unknown"
"15481",2020-01-13,"louisville","us","fireball"
"15482",2020-11-03,"fortuna","us","oval"
"15483",2020-01-13,"brisbane (qld&#44 australia)","au","fireball"
"15484",2020-01-13,"motherwell (near glasgow) (uk/scotland)","gb","sphere"
"15485",2020-11-03,"chestnutridge","us","circle"
"15486",2020-11-03,"morrison","us","egg"
"15487",2020-01-13,"chicago","us","oval"
"15488",2020-01-13,"jayton","us","diamond"
"15489",2020-11-03,"reno","us","diamond"
"15490",2020-11-03,"las vegas","us","teardrop"
"15491",2020-01-13,"los angeles","us","sphere"
"15492",2020-11-03,"seattle","us","other"
"15493",2020-01-13,"heckmondwike (canada)","","chevron"
"15494",2020-11-03,"columbia","us","other"
"15495",2020-01-13,"cortez","us","light"
"15496",2020-01-13,"sheffield (uk/england)","gb","fireball"
"15497",2020-11-03,"springfield","us","fireball"
"15498",2020-01-13,"aurora","us","light"
"15499",2020-01-13,"damascus","us","disk"
"15500",2020-11-03,"chicago","us","other"
"15501",2020-11-03,"akron","us","changing"
"15502",2020-11-03,"melbourne (vic&#44 australia)","au","other"
"15503",2020-11-03,"aloha","us","other"
"15504",2020-01-13,"barrington hills","us","light"
"15505",2020-01-13,"denver","us","other"
"15506",2020-11-03,"livermore","us","unknown"
"15507",2020-11-03,"chillicothe","us","cylinder"
"15508",2020-01-13,"columbus","us",""
"15509",2020-01-13,"san bernardino","us","sphere"
"15510",2020-01-13,"jackson heights","us","sphere"
"15511",2020-01-13,"paintsville","us","light"
"15512",2020-11-03,"lake buena vista","us","other"
"15513",2020-11-03,"morris","us","diamond"
"15514",2020-11-03,"everett","us","circle"
"15515",2020-11-03,"ashdown","us","other"
"15516",2020-01-13,"ponca","","light"
"15517",2020-01-13,"jackson","us","triangle"
"15518",2020-11-03,"mobile","us","triangle"
"15519",2020-11-03,"holly pond","us","oval"
"15520",2020-11-03,"north bergen","us","other"
"15521",2020-11-03,"miami","us","other"
"15522",2020-01-13,"eden/san angelo (between)","","oval"
"15523",2020-11-03,"charlotte","us","triangle"
"15524",2020-01-13,"chicago","us","unknown"
"15525",2020-11-03,"campbell","us","light"
"15526",2020-11-03,"rockledge","us","unknown"
"15527",NA,"lake buena vista (epcot center)","us","unknown"
"15528",2020-11-03,"elyria","us","unknown"
"15529",2020-11-03,"cairo (egypt)","","disk"
"15530",2020-01-13,"north dakota (over&#44 inflight)","","other"
"15531",2020-01-13,"camden","us","egg"
"15532",2020-11-03,"tempe","us","light"
"15533",2020-01-13,"west chester","us","triangle"
"15534",2020-01-13,"jackson","us","oval"
"15535",2020-11-03,"girard township","","rectangle"
"15536",2020-01-13,"myrtle beach","us","light"
"15537",2020-11-03,"chalybeate springs","us","unknown"
"15538",2020-01-13,"houston","us","oval"
"15539",2020-01-13,"myrtle beach","us","unknown"
"15540",2020-11-03,"newton","us","light"
"15541",2020-01-13,"little river","","unknown"
"15542",2020-11-03,"syracuse","us","light"
"15543",2020-11-03,"syracuse","us","light"
"15544",2020-11-03,"wooster","us","diamond"
"15545",2020-11-03,"everett","us","chevron"
"15546",2020-11-03,"olympia","us","unknown"
"15547",2020-01-13,"scottsdale","us","light"
"15548",2020-01-13,"mount vernon","us",""
"15549",2020-11-03,"syracuse","us","formation"
"15550",2020-11-03,"sunbury","us","oval"
"15551",2020-11-03,"elizabethton","us","light"
"15552",2020-11-03,"norman island (britsh virgin islands)","","oval"
"15553",2020-01-13,"sammamish","us","oval"
"15554",2020-11-03,"woodland","us","unknown"
"15555",2020-01-13,"milwaukee","us","formation"
"15556",2020-01-13,"milwaukee","us","formation"
"15557",2020-01-13,"milwaukee","us","formation"
"15558",2020-01-13,"dallas","us","other"
"15559",2020-11-03,"arden","us","fireball"
"15560",2020-01-13,"lincoln","us","formation"
"15561",2020-11-03,"toronto (canada)","ca","light"
"15562",2020-01-13,"liverpool (uk/england)","gb",""
"15563",2020-01-13,"plymouth (uk/england)","gb","circle"
"15564",2020-11-03,"south pasadena","us","fireball"
"15565",2020-11-03,"mountain view","us","other"
"15566",2020-11-03,"citrus heights","us","sphere"
"15567",2020-11-03,"vail","us","disk"
"15568",2020-11-03,"chicago","us","fireball"
"15569",2020-01-13,"stevens point","us","light"
"15570",2020-11-03,"naples","us","other"
"15571",2020-11-03,"morganfield","us","unknown"
"15572",2020-11-03,"elgin","us","light"
"15573",2020-01-13,"gleneden beach","us","flash"
"15574",2020-11-03,"catskill","us","triangle"
"15575",2020-11-03,"new rome","us","fireball"
"15576",2020-01-13,"fairbanks","us","other"
"15577",2020-11-03,"kingsville","us","oval"
"15578",2020-11-03,"lynchburg","us","other"
"15579",2020-11-03,"conception bay south (canada)","","other"
"15580",2020-11-03,"north las vegas","us","light"
"15581",2020-01-13,"fairbanks","us","other"
"15582",2020-11-03,"new castle","us","fireball"
"15583",2020-01-13,"sumner","us","other"
"15584",2020-01-13,"downers grove","us","light"
"15585",2020-11-03,"longmont","us","circle"
"15586",2020-01-13,"manomet","us","oval"
"15587",2020-11-03,"chatham (canada)","ca","oval"
"15588",2020-01-13,"carlsbad","us","light"
"15589",2020-11-03,"chico","us","triangle"
"15590",2020-01-13,"bullet county (i-65)","","light"
"15591",2020-11-03,"concord","us","flash"
"15592",2020-11-03,"rockledge","us","unknown"
"15593",2020-01-13,"west islip","us","unknown"
"15594",2020-01-13,"providence","us","teardrop"
"15595",2020-01-13,"hudson","us","unknown"
"15596",2020-01-13,"lebec","us","unknown"
"15597",2020-11-03,"hyde park","us","triangle"
"15598",2020-11-03,"bentonville","us","fireball"
"15599",2020-01-13,"sallisaw","us","fireball"
"15600",2020-11-03,"indio","us","cigar"
"15601",2020-11-03,"millington","us","other"
